,Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4
1851,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
1852,Hepatitis C, yellowish skin, nausea, loss of appetite, yellowing of eyes
1853,Hepatitis C, fatigue, nausea, loss of appetite, yellowing of eyes
1854,Hepatitis C, fatigue, yellowish skin, loss of appetite, yellowing of eyes
1855,Hepatitis C, fatigue, yellowish skin, nausea, yellowing of eyes
1856,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
1857,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
1858,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
1859,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
1860,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
1861,Hepatitis D, vomiting, fatigue, yellowish skin, dark urine
1862,Hepatitis D, joint pain, fatigue, yellowish skin, dark urine
1863,Hepatitis D, joint pain, vomiting, yellowish skin, dark urine
1864,Hepatitis D, joint pain, vomiting, fatigue, dark urine
1865,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
1866,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
1867,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
1868,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
1869,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
1870,Hepatitis E, joint pain, vomiting, fatigue, high fever
1871,Hepatitis E, joint pain, vomiting, fatigue, high fever
1872,Hepatitis E, joint pain, vomiting, fatigue, high fever
1873,Hepatitis E, vomiting, fatigue, high fever, yellowish skin
1874,Hepatitis E, joint pain, fatigue, high fever, yellowish skin
1875,Hepatitis E, joint pain, vomiting, high fever, yellowish skin
1876,Hepatitis E, joint pain, vomiting, fatigue, yellowish skin
1877,Hepatitis E, joint pain, vomiting, fatigue, high fever
1878,Hepatitis E, joint pain, vomiting, fatigue, high fever
1879,Hepatitis E, joint pain, vomiting, fatigue, high fever
1880,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
1881,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
1882,Alcoholic hepatitis, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen
1883,Alcoholic hepatitis, vomiting, abdominal pain, swelling of stomach, distention of abdomen
1884,Alcoholic hepatitis, vomiting, yellowish skin, swelling of stomach, distention of abdomen
1885,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, distention of abdomen
1886,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
1887,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
1888,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
1889,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
1890,Tuberculosis, chills, vomiting, fatigue, weight loss
1891,Tuberculosis, chills, vomiting, fatigue, weight loss
1892,Tuberculosis, vomiting, fatigue, weight loss, cough
1893,Tuberculosis, chills, fatigue, weight loss, cough
1894,Tuberculosis, chills, vomiting, weight loss, cough
1895,Tuberculosis, chills, vomiting, fatigue, cough
1896,Tuberculosis, chills, vomiting, fatigue, weight loss
1897,Tuberculosis, chills, vomiting, fatigue, weight loss
1898,Tuberculosis, chills, vomiting, fatigue, weight loss
1899,Tuberculosis, chills, vomiting, fatigue, weight loss
1900,Common Cold, continuous sneezing, chills, fatigue, cough
1901,Common Cold, continuous sneezing, chills, fatigue, cough
1902,Common Cold, chills, fatigue, cough, high fever
1903,Common Cold, continuous sneezing, fatigue, cough, high fever
1904,Common Cold, continuous sneezing, chills, cough, high fever
1905,Common Cold, continuous sneezing, chills, fatigue, high fever
1906,Common Cold, continuous sneezing, chills, fatigue, cough
1907,Common Cold, continuous sneezing, chills, fatigue, cough
1908,Common Cold, continuous sneezing, chills, fatigue, cough
1909,Common Cold, continuous sneezing, chills, fatigue, cough
1910,Pneumonia, chills, fatigue, cough, high fever
1911,Pneumonia, chills, fatigue, cough, high fever
1912,Pneumonia, chills, fatigue, cough, high fever
1913,Pneumonia, fatigue, cough, high fever, breathlessness
1914,Pneumonia, chills, cough, high fever, breathlessness
1915,Pneumonia, chills, fatigue, high fever, breathlessness
1916,Pneumonia, chills, fatigue, cough, breathlessness
1917,Pneumonia, chills, fatigue, cough, high fever
1918,Pneumonia, chills, fatigue, cough, high fever
1919,Pneumonia, chills, fatigue, cough, high fever
1920,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
1921,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
1922,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
1923,Dimorphic hemmorhoids(piles), pain during bowel movements, pain in anal region, bloody stool, irritation in anus
1924,Dimorphic hemmorhoids(piles), constipation, pain in anal region, bloody stool, irritation in anus
1925,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, bloody stool, irritation in anus
1926,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, irritation in anus
1927,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
1928,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
1929,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
1930,Heart attack, vomiting, breathlessness, sweating, chest pain
1931,Heart attack, vomiting, breathlessness, sweating, chest pain
1932,Heart attack, breathlessness, sweating, chest pain,
1933,Heart attack, vomiting, sweating, chest pain,
1934,Heart attack, vomiting, breathlessness, chest pain,
1935,Heart attack, vomiting, breathlessness, sweating,
1936,Heart attack, vomiting, breathlessness, sweating, chest pain
1937,Heart attack, breathlessness, sweating, chest pain,
1938,Heart attack, vomiting, sweating, chest pain,
1939,Heart attack, vomiting, breathlessness, chest pain,
1940,Varicose veins, fatigue, cramps, bruising, obesity
1941,Varicose veins, fatigue, cramps, bruising, obesity
1942,Varicose veins, cramps, bruising, obesity, swollen legs
1943,Varicose veins, fatigue, bruising, obesity, swollen legs
1944,Varicose veins, fatigue, cramps, obesity, swollen legs
1945,Varicose veins, fatigue, cramps, bruising, swollen legs
1946,Varicose veins, fatigue, cramps, bruising, obesity
1947,Varicose veins, fatigue, cramps, bruising, obesity
1948,Varicose veins, fatigue, cramps, bruising, obesity
1949,Varicose veins, fatigue, cramps, bruising, obesity
1950,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
1951,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
1952,Hypothyroidism, weight gain, cold hands and feets, mood swings, lethargy
1953,Hypothyroidism, weight gain, cold hands and feets, mood swings, lethargy
1954,Hypothyroidism, fatigue, cold hands and feets, mood swings, lethargy
1955,Hypothyroidism, fatigue, weight gain, mood swings, lethargy
1956,Hypothyroidism, fatigue, weight gain, cold hands and feets, lethargy
1957,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
1958,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
1959,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
1960,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
1961,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
1962,Hyperthyroidism, mood swings, weight loss, restlessness, sweating
1963,Hyperthyroidism, fatigue, weight loss, restlessness, sweating
1964,Hyperthyroidism, fatigue, mood swings, restlessness, sweating
1965,Hyperthyroidism, fatigue, mood swings, weight loss, sweating
1966,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
1967,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
1968,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
1969,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
1970,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1971,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1972,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1973,Hypoglycemia, fatigue, anxiety, sweating, headache
1974,Hypoglycemia, vomiting, anxiety, sweating, headache
1975,Hypoglycemia, vomiting, fatigue, sweating, headache
1976,Hypoglycemia, vomiting, fatigue, anxiety, headache
1977,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1978,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1979,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1980,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
1981,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
1982,Osteoarthristis, neck pain, knee pain, hip joint pain, swelling joints
1983,Osteoarthristis, joint pain, knee pain, hip joint pain, swelling joints
1984,Osteoarthristis, joint pain, neck pain, hip joint pain, swelling joints
1985,Osteoarthristis, joint pain, neck pain, knee pain, swelling joints
1986,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
1987,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
1988,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
1989,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
1990,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
1991,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
1992,Arthritis, stiff neck, swelling joints, movement stiffness, painful walking
1993,Arthritis, muscle weakness, swelling joints, movement stiffness, painful walking
1994,Arthritis, muscle weakness, stiff neck, movement stiffness, painful walking
1995,Arthritis, muscle weakness, stiff neck, swelling joints, painful walking
1996,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
1997,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
1998,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
1999,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
2000,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2001,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2002,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning movements, loss of balance
2003,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning movements, loss of balance
2004,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning movements, loss of balance
2005,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss of balance
2006,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2007,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2008,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2009,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss of balance
2010,Acne, skin rash, pus filled pimples, blackheads, scurring
2011,Acne, skin rash, pus filled pimples, blackheads, scurring
2012,Acne, pus filled pimples, blackheads, scurring,
2013,Acne, skin rash, blackheads, scurring,
2014,Acne, skin rash, pus filled pimples, scurring,
2015,Acne, skin rash, pus filled pimples, blackheads,
2016,Acne, skin rash, pus filled pimples, blackheads, scurring
2017,Acne, skin rash, pus filled pimples, blackheads,
2018,Acne, skin rash, pus filled pimples, scurring,
2019,Acne, skin rash, blackheads, scurring,
2020,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
2021,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
2022,Urinary tract infection, bladder discomfort, foul smell of urine, continuous feel of urine,
2023,Urinary tract infection, burning micturition, foul smell of urine, continuous feel of urine,
2024,Urinary tract infection, burning micturition, bladder discomfort, continuous feel of urine,
2025,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine,
2026,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
2027,Urinary tract infection, burning micturition, bladder discomfort, continuous feel of urine,
2028,Urinary tract infection, bladder discomfort, foul smell of urine, continuous feel of urine,
2029,Urinary tract infection, burning micturition, bladder discomfort, continuous feel of urine,
2030,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2031,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2032,Psoriasis, joint pain, skin peeling, silver like dusting, small dents in nails
2033,Psoriasis, skin rash, skin peeling, silver like dusting, small dents in nails
2034,Psoriasis, skin rash, joint pain, silver like dusting, small dents in nails
2035,Psoriasis, skin rash, joint pain, skin peeling, small dents in nails
2036,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2037,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2038,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2039,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2040,Impetigo, skin rash, high fever, blister, red sore around nose
2041,Impetigo, skin rash, high fever, blister, red sore around nose
2042,Impetigo, high fever, blister, red sore around nose, yellow crust ooze
2043,Impetigo, skin rash, blister, red sore around nose, yellow crust ooze
2044,Impetigo, skin rash, blister, red sore around nose, yellow crust ooze
